tm	deltaT	execTm	deltaTExecTm	CoMean	CoMax
4.055555599999999738e-04	1.111111100000000074e-06	9.788722000000000116e+04	4.654400000000023283e+02	3.712243700000000118e-02	7.232493300000000236e-01
4.066666700000000053e-04	1.111111100000000074e-06	9.832928999999999360e+04	4.420699999999924330e+02	3.707168999999999742e-02	7.238463699999999612e-01
4.077777799999999825e-04	1.111111100000000074e-06	9.879494999999999709e+04	4.656600000000034925e+02	3.702135699999999779e-02	7.242142999999999775e-01
4.088888900000000140e-04	1.111111100000000074e-06	9.924786000000000058e+04	4.529100000000034925e+02	3.698413500000000131e-02	7.241979299999999897e-01
4.099999999999999912e-04	1.111111100000000074e-06	9.970502999999999884e+04	4.571699999999982538e+02	3.693948200000000265e-02	7.242404099999999456e-01
4.112499999999999945e-04	1.250000000000000102e-06	1.001877100000000064e+05	4.826800000000075670e+02	3.689404999999999768e-02	7.234917400000000498e-01
4.124999999999999977e-04	1.250000000000000102e-06	1.006580599999999977e+05	4.703499999999912689e+02	4.144431800000000082e-02	8.144215900000000286e-01
4.137500000000000010e-04	1.250000000000000102e-06	1.011068500000000058e+05	4.487900000000081491e+02	4.137894599999999978e-02	8.143911299999999631e-01
4.150000000000000043e-04	1.250000000000000102e-06	1.015587100000000064e+05	4.518600000000005821e+02	4.129908899999999716e-02	8.147477800000000325e-01
4.162500000000000076e-04	1.250000000000000102e-06	1.020415399999999936e+05	4.828299999999871943e+02	4.119885400000000003e-02	8.160217600000000404e-01
4.175000000000000109e-04	1.250000000000000102e-06	1.025387599999999948e+05	4.972200000000011642e+02	4.110464900000000005e-02	8.156146300000000071e-01
4.187500000000000141e-04	1.250000000000000102e-06	1.030247799999999988e+05	4.860200000000040745e+02	4.098424700000000143e-02	8.374528100000000475e-01
4.200000000000000174e-04	1.250000000000000102e-06	1.035109499999999971e+05	4.861699999999982538e+02	4.089216200000000273e-02	8.528687299999999638e-01
4.212500000000000207e-04	1.250000000000000102e-06	1.039964499999999971e+05	4.855000000000000000e+02	4.077636700000000086e-02	8.170248799999999534e-01
4.225000000000000240e-04	1.250000000000000102e-06	1.044783399999999965e+05	4.818899999999994179e+02	4.068633599999999656e-02	8.172748499999999972e-01
4.237499999999999730e-04	1.250000000000000102e-06	1.049842899999999936e+05	5.059499999999970896e+02	4.058739399999999886e-02	8.277342699999999942e-01
4.249999999999999763e-04	1.250000000000000102e-06	1.055112400000000052e+05	5.269500000000116415e+02	4.050113600000000008e-02	8.169266699999999659e-01
4.262499999999999796e-04	1.250000000000000102e-06	1.060152200000000012e+05	5.039799999999959255e+02	4.043904400000000038e-02	8.168674200000000107e-01
4.274999999999999829e-04	1.250000000000000102e-06	1.065288399999999965e+05	5.136199999999953434e+02	4.038662099999999755e-02	8.167361100000000151e-01
4.287499999999999862e-04	1.250000000000000102e-06	1.070526999999999971e+05	5.238600000000005821e+02	4.032651899999999817e-02	8.163312799999999925e-01
4.299999999999999894e-04	1.250000000000000102e-06	1.075853899999999994e+05	5.326900000000023283e+02	4.026390700000000156e-02	8.154490599999999478e-01
4.312499999999999927e-04	1.250000000000000102e-06	1.080854199999999983e+05	5.000299999999988358e+02	4.022127999999999814e-02	8.132314200000000382e-01
4.324999999999999960e-04	1.250000000000000102e-06	1.086027500000000000e+05	5.173300000000017462e+02	4.018832099999999907e-02	8.119802200000000303e-01
4.337499999999999993e-04	1.250000000000000102e-06	1.091462299999999959e+05	5.434799999999959255e+02	4.011593900000000323e-02	8.120212700000000172e-01
4.350000000000000026e-04	1.250000000000000102e-06	1.096561999999999971e+05	5.099700000000011642e+02	4.005715700000000296e-02	8.109422499999999756e-01
4.362500000000000058e-04	1.250000000000000102e-06	1.101673899999999994e+05	5.111900000000023283e+02	4.001578000000000079e-02	8.091424499999999576e-01
4.375000000000000091e-04	1.250000000000000102e-06	1.106956499999999942e+05	5.282599999999947613e+02	3.995085500000000039e-02	8.081199199999999916e-01
4.387500000000000124e-04	1.250000000000000102e-06	1.112276100000000006e+05	5.319600000000064028e+02	3.989415600000000006e-02	8.074683599999999961e-01
4.400000000000000157e-04	1.250000000000000102e-06	1.117584900000000052e+05	5.308800000000046566e+02	3.982683399999999846e-02	8.069319200000000247e-01
4.412500000000000189e-04	1.250000000000000102e-06	1.123049199999999983e+05	5.464299999999930151e+02	3.977104499999999793e-02	8.070144099999999598e-01
4.425000000000000222e-04	1.250000000000000102e-06	1.128367599999999948e+05	5.318399999999965075e+02	3.964975899999999970e-02	8.073562699999999870e-01
4.437500000000000255e-04	1.250000000000000102e-06	1.133737700000000041e+05	5.370100000000093132e+02	3.959694500000000145e-02	8.077105799999999558e-01
4.449999999999999746e-04	1.250000000000000102e-06	1.139010000000000000e+05	5.272299999999959255e+02	3.949860799999999755e-02	8.076857100000000012e-01
4.459999999999999989e-04	9.999999999999999547e-07	1.144436600000000035e+05	5.426600000000034925e+02	3.939838100000000315e-02	9.548009400000000424e-01
4.470000000000000232e-04	9.999999999999999547e-07	1.149707500000000000e+05	5.270899999999965075e+02	3.145501600000000231e-02	7.223680900000000182e-01
4.479999999999999933e-04	9.999999999999999547e-07	1.155177400000000052e+05	5.469900000000052387e+02	3.138289500000000093e-02	6.505593699999999702e-01
4.490000000000000176e-04	9.999999999999999547e-07	1.160763800000000047e+05	5.586399999999994179e+02	3.131413300000000094e-02	6.481177399999999977e-01
4.499999999999999877e-04	9.999999999999999547e-07	1.166297899999999936e+05	5.534099999999889405e+02	3.124432400000000040e-02	6.483288900000000465e-01
