u_div,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
-0.305039,-1.52519,0.0132582,0.0848333,1,0.0175533,0.0248033,0,0.125,179,0
-0.302116,-1.51058,0.0145265,0.0844771,1,0.0176513,0.0249013,0,0.125,180,0
-0.299194,-1.49597,0.0157949,0.0841209,1,0.0177494,0.0249994,0,0.125,181,0
-0.296271,-1.48136,0.0170632,0.0837647,1,0.0178475,0.0250975,0,0.125,182,0
-0.293299,-1.4665,0.018279,0.0833891,1,0.0179455,0.0251955,0,0.125,183,0
-0.289748,-1.44874,0.0189854,0.0827922,1,0.0180436,0.0252936,0,0.125,184,0
-0.286198,-1.43099,0.0196918,0.0821954,1,0.0181417,0.0253917,0,0.125,185,0
-0.282647,-1.41323,0.0203983,0.0815985,1,0.0182397,0.0254897,0,0.125,186,0
-0.279096,-1.39548,0.0211047,0.0810016,1,0.0183378,0.0255878,0,0.125,187,0
-0.275545,-1.37772,0.0218111,0.0804048,1,0.0184358,0.0256858,0,0.125,188,0
-0.271742,-1.35871,0.0222087,0.0797792,1,0.0185339,0.0257839,0,0.125,189,0
-0.267668,-1.33834,0.0222848,0.0791232,1,0.018632,0.025882,0,0.125,190,0
-0.263593,-1.31797,0.0223609,0.0784672,1,0.01873,0.02598,0,0.125,191,0
-0.259519,-1.29759,0.0224369,0.0778112,1,0.0188281,0.0260781,0,0.125,192,0
-0.255444,-1.27722,0.022513,0.0771552,1,0.0189262,0.0261762,0,0.125,193,0
-0.251369,-1.25685,0.0225891,0.0764991,1,0.0190242,0.0262742,0,0.125,194,0
-0.246907,-1.23454,0.0222421,0.0758746,1,0.0191223,0.0263723,0,0.125,195,0
-0.242394,-1.21197,0.021844,0.0752543,1,0.0192203,0.0264703,0,0.125,196,0
-0.237881,-1.18941,0.0214459,0.074634,1,0.0193184,0.0265684,0,0.125,197,0
-0.233368,-1.16684,0.0210477,0.0740137,1,0.0194165,0.0266665,0,0.125,198,0
-0.228855,-1.14428,0.0206496,0.0733934,1,0.0195145,0.0267645,0,0.125,199,0
