U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
5.1453,-0.197955,0.0136841,1,0.0565389,0.0574501,0.0260508,0.125,927,0
5.1458,-0.197626,0.0136595,1,0.0565999,0.0574501,0.0261118,0.125,928,0
5.1463,-0.197297,0.0136348,1,0.0566609,0.0574501,0.0261728,0.125,929,0
5.1468,-0.196968,0.0136102,1,0.0567219,0.0574501,0.0262338,0.125,930,0
5.1473,-0.196639,0.0135855,1,0.0567829,0.0574501,0.0262948,0.125,931,0
5.1478,-0.19631,0.0135609,1,0.0568439,0.0574501,0.0263558,0.125,932,0
5.1483,-0.19598,0.0135362,1,0.0569049,0.0574501,0.0264168,0.125,933,0
5.1488,-0.195651,0.0135116,1,0.0569659,0.0574501,0.0264778,0.125,934,0
5.1493,-0.195322,0.0134869,1,0.0570269,0.0574501,0.0265388,0.125,935,0
5.1498,-0.194993,0.0134623,1,0.0570879,0.0574501,0.0265998,0.125,936,0
5.1503,-0.194664,0.0134376,1,0.0571488,0.0574501,0.0266607,0.125,937,0
5.1508,-0.194335,0.013413,1,0.0572098,0.0574501,0.0267217,0.125,938,0
5.1513,-0.194006,0.0133883,1,0.0572708,0.0574501,0.0267827,0.125,939,0
5.15179,-0.193677,0.0133637,1,0.0573318,0.0574501,0.0268437,0.125,940,0
5.15229,-0.193347,0.013339,1,0.0573928,0.0574501,0.0269047,0.125,941,0
5.15279,-0.193018,0.0133144,1,0.0574538,0.0574501,0.0269657,0.125,942,0
5.15329,-0.192689,0.0132897,1,0.0575148,0.0574501,0.0270267,0.125,943,0
5.15379,-0.19236,0.0132651,1,0.0575758,0.0574501,0.0270877,0.125,944,0
5.15429,-0.192031,0.0132404,1,0.0576368,0.0574501,0.0271487,0.125,945,0
5.15479,-0.191702,0.0132158,1,0.0576978,0.0574501,0.0272097,0.125,946,0
5.15529,-0.191373,0.0131911,1,0.0577588,0.0574501,0.0272707,0.125,947,0
5.15579,-0.191043,0.0131665,1,0.0578198,0.0574501,0.0273317,0.125,948,0
5.15629,-0.190714,0.0131418,1,0.0578807,0.0574501,0.0273926,0.125,949,0
5.15679,-0.190385,0.0131172,1,0.0579417,0.0574501,0.0274536,0.125,950,0
5.15729,-0.190056,0.0130925,1,0.0580027,0.0574501,0.0275146,0.125,951,0
5.15779,-0.189727,0.0130679,1,0.0580637,0.0574501,0.0275756,0.125,952,0
5.15823,-0.189415,0.0130549,1,0.0581247,0.0574501,0.0276366,0.125,953,0
5.15861,-0.189118,0.0130528,1,0.0581857,0.0574501,0.0276976,0.125,954,0
5.159,-0.188821,0.0130506,1,0.0582467,0.0574501,0.0277586,0.125,955,0
5.15938,-0.188524,0.0130485,1,0.0583077,0.0574501,0.0278196,0.125,956,0
5.15976,-0.188228,0.0130464,1,0.0583687,0.0574501,0.0278806,0.125,957,0
5.16014,-0.187931,0.0130442,1,0.0584297,0.0574501,0.0279416,0.125,958,0
5.16052,-0.187634,0.0130421,1,0.0584907,0.0574501,0.0280026,0.125,959,0
5.16091,-0.187338,0.01304,1,0.0585517,0.0574501,0.0280635,0.125,960,0
5.16129,-0.187041,0.0130378,1,0.0586126,0.0574501,0.0281245,0.125,961,0
5.16167,-0.186744,0.0130357,1,0.0586736,0.0574501,0.0281855,0.125,962,0
5.16205,-0.186448,0.0130336,1,0.0587346,0.0574501,0.0282465,0.125,963,0
5.16244,-0.186151,0.0130314,1,0.0587956,0.0574501,0.0283075,0.125,964,0
5.16282,-0.185854,0.0130293,1,0.0588566,0.0574501,0.0283685,0.125,965,0
5.1632,-0.185558,0.0130272,1,0.0589176,0.0574501,0.0284295,0.125,966,0
5.16358,-0.185261,0.0130251,1,0.0589786,0.0574501,0.0284905,0.125,967,0
5.16396,-0.184964,0.0130229,1,0.0590396,0.0574501,0.0285515,0.125,968,0
5.16435,-0.184667,0.0130208,1,0.0591006,0.0574501,0.0286125,0.125,969,0
5.16473,-0.184371,0.0130187,1,0.0591616,0.0574501,0.0286735,0.125,970,0
5.16511,-0.184074,0.0130165,1,0.0592226,0.0574501,0.0287345,0.125,971,0
5.16549,-0.183777,0.0130144,1,0.0592835,0.0574501,0.0287954,0.125,972,0
5.16587,-0.183481,0.0130123,1,0.0593445,0.0574501,0.0288564,0.125,973,0
5.16626,-0.183184,0.0130101,1,0.0594055,0.0574501,0.0289174,0.125,974,0
5.16664,-0.182887,0.013008,1,0.0594665,0.0574501,0.0289784,0.125,975,0
5.16702,-0.182591,0.0130059,1,0.0595275,0.0574501,0.0290394,0.125,976,0
5.16721,-0.182439,0.0130047,1,0.0595885,0.0574501,0.0291004,0.125,977,0
5.16733,-0.182335,0.0130039,1,0.0596495,0.0574501,0.0291614,0.125,978,0
5.16745,-0.182232,0.013003,1,0.0597105,0.0574501,0.0292224,0.125,979,0
5.16757,-0.182128,0.0130022,1,0.0597715,0.0574501,0.0292834,0.125,980,0
5.1677,-0.182025,0.0130013,1,0.0598325,0.0574501,0.0293444,0.125,981,0
5.16782,-0.181921,0.0130005,1,0.0598935,0.0574501,0.0294054,0.125,982,0
5.16794,-0.181818,0.0129997,1,0.0599544,0.0574501,0.0294663,0.125,983,0
5.16806,-0.181714,0.0129988,1,0.0600154,0.0574501,0.0295273,0.125,984,0
5.16818,-0.181611,0.012998,1,0.0600764,0.0574501,0.0295883,0.125,985,0
5.1683,-0.181507,0.0129971,1,0.0601374,0.0574501,0.0296493,0.125,986,0
5.16843,-0.181404,0.0129963,1,0.0601984,0.0574501,0.0297103,0.125,987,0
5.16855,-0.1813,0.0129955,1,0.0602594,0.0574501,0.0297713,0.125,988,0
5.16867,-0.181197,0.0129946,1,0.0603204,0.0574501,0.0298323,0.125,989,0
5.16879,-0.181093,0.0129938,1,0.0603814,0.0574501,0.0298933,0.125,990,0
5.16891,-0.180989,0.0129929,1,0.0604424,0.0574501,0.0299543,0.125,991,0
5.16904,-0.180886,0.0129921,1,0.0605034,0.0574501,0.0300153,0.125,992,0
5.16916,-0.180782,0.0129913,1,0.0605644,0.0574501,0.0300763,0.125,993,0
5.16928,-0.180679,0.0129904,1,0.0606254,0.0574501,0.0301373,0.125,994,0
5.1694,-0.180575,0.0129896,1,0.0606863,0.0574501,0.0301982,0.125,995,0
5.16952,-0.180472,0.0129887,1,0.0607473,0.0574501,0.0302592,0.125,996,0
5.16965,-0.180368,0.0129879,1,0.0608083,0.0574501,0.0303202,0.125,997,0
5.16977,-0.180265,0.0129871,1,0.0608693,0.0574501,0.0303812,0.125,998,0
nan,nan,nan,0,0.0609303,0.0574501,0.0304422,0.125,999,0
nan,nan,nan,0,0.0609913,0.0574501,0.0305032,0.125,1000,0
