x	singVal	singValLomSumasingVal	singValsqLomSumasingValsq
4721	4.5734	1.11988e-05	4.18113e-08
4722	4.57177	1.11948e-05	4.17815e-08
4723	4.56978	1.11899e-05	4.17451e-08
4724	4.56827	1.11862e-05	4.17174e-08
4725	4.56724	1.11837e-05	4.16987e-08
4726	4.5633	1.1174e-05	4.16268e-08
4727	4.56012	1.11662e-05	4.15687e-08
4728	4.55658	1.11576e-05	4.15043e-08
4729	4.55602	1.11562e-05	4.14941e-08
4730	4.55302	1.11488e-05	4.14394e-08
4731	4.5501	1.11417e-05	4.13863e-08
4732	4.55004	1.11416e-05	4.13853e-08
4733	4.54497	1.11291e-05	4.12929e-08
4734	4.54233	1.11227e-05	4.1245e-08
4735	4.5411	1.11197e-05	4.12228e-08
4736	4.53807	1.11122e-05	4.11678e-08
4737	4.53449	1.11035e-05	4.11027e-08
4738	4.53281	1.10994e-05	4.10724e-08
4739	4.52943	1.10911e-05	4.10112e-08
4740	4.52625	1.10833e-05	4.09536e-08
4741	4.52207	1.10731e-05	4.0878e-08
4742	4.52128	1.10711e-05	4.08636e-08
4743	4.5166	1.10597e-05	4.07791e-08
4744	4.51456	1.10547e-05	4.07423e-08
4745	4.5139	1.1053e-05	4.07304e-08
4746	4.50874	1.10404e-05	4.06373e-08
4747	4.50606	1.10339e-05	4.0589e-08
4748	4.50281	1.10259e-05	4.05304e-08
4749	4.50055	1.10204e-05	4.04898e-08
4750	4.49816	1.10145e-05	4.04469e-08
4751	4.49641	1.10102e-05	4.04153e-08
4752	4.49211	1.09997e-05	4.0338e-08
4753	4.49094	1.09968e-05	4.0317e-08
4754	4.48613	1.0985e-05	4.02308e-08
4755	4.48562	1.09838e-05	4.02216e-08
4756	4.48153	1.09738e-05	4.01482e-08
4757	4.47909	1.09678e-05	4.01046e-08
4758	4.47681	1.09622e-05	4.00637e-08
4759	4.47509	1.0958e-05	4.00331e-08
4760	4.47259	1.09519e-05	3.99883e-08
4761	4.46981	1.09451e-05	3.99386e-08
4762	4.46415	1.09312e-05	3.98374e-08
4763	4.46396	1.09308e-05	3.98341e-08
4764	4.46133	1.09243e-05	3.97873e-08
4765	4.46022	1.09216e-05	3.97674e-08
4766	4.45799	1.09162e-05	3.97277e-08
4767	4.45391	1.09062e-05	3.9655e-08
4768	4.45264	1.0903e-05	3.96323e-08
4769	4.44951	1.08954e-05	3.95766e-08
4770	4.44767	1.08909e-05	3.95438e-08
4771	4.44443	1.08829e-05	3.94863e-08
4772	4.44224	1.08776e-05	3.94474e-08
4773	4.43926	1.08703e-05	3.93945e-08
4774	4.43661	1.08638e-05	3.93475e-08
4775	4.43292	1.08548e-05	3.92821e-08
4776	4.4312	1.08505e-05	3.92516e-08
4777	4.42804	1.08428e-05	3.91956e-08
4778	4.42509	1.08356e-05	3.91435e-08
4779	4.42343	1.08315e-05	3.9114e-08
4780	4.42132	1.08264e-05	3.90768e-08
4781	4.41679	1.08153e-05	3.89968e-08
4782	4.4143	1.08092e-05	3.89528e-08
4783	4.41171	1.08028e-05	3.89071e-08
4784	4.40836	1.07946e-05	3.88479e-08
4785	4.40515	1.07867e-05	3.87914e-08
