t	tSc	enstrophy	ensScaled
54.888	35.43400035	0.00098568	0.999444466816715
54.903	35.455359	0.00098573	0.999495165038593
54.918	35.47671765	0.00098578	0.999545863260471
54.933	35.4980763	0.00098582	0.999586421837974
54.948	35.51943495	0.00098589	0.999657399348603
54.963	35.5407936	0.00098599	0.999758795792359
54.978	35.56215225	0.00098612	0.999890611169243
54.993	35.5835109	0.00098624	1.00001228690175
55.008	35.60486955	0.00098636	1.00013396263426
55.023	35.6262282	0.00098646	1.00023535907801
55.038	35.64758685	0.00098656	1.00033675552177
55.053	35.6689455	0.00098668	1.00045843125428
55.068	35.69030415	0.00098681	1.00059024663116
55.083	35.7116628	0.00098691	1.00069164307492
55.098	35.73302145	0.00098695	1.00073220165242
55.113	35.7543801	0.0009869	1.00068150343054
55.128	35.77573875	0.00098676	1.00053954840928
55.143	35.7970974	0.00098657	1.00034689516615
55.158	35.81845605	0.00098632	1.00009340405676
55.173	35.8398147	0.00098607	0.999839912947364
55.188	35.86117335	0.00098584	0.999606701126725
