f	spct
-332	0.50543
-331.5	0.24637
-331	0.27516
-330.5	0.56955
-330	0.60762
-329.5	0.34701
-329	0.30766
-328.5	0.50193
-328	0.56624
-327.5	0.47831
-327	0.34763
-326.5	0.30636
-326	0.37196
-325.5	0.38684
-325	0.29752
-324.5	0.20839
-324	0.24055
-323.5	0.37863
-323	0.49535
-322.5	0.59137
-322	0.51647
-321.5	0.4306
-321	0.3571
-320.5	0.36902
-320	0.43892
-319.5	0.48619
-319	0.34237
-318.5	0.25671
-318	0.31445
-317.5	0.287
-317	0.26117
-316.5	0.42118
-316	0.54772
-315.5	0.37078
-315	0.28552
-314.5	0.40576
-314	0.49173
-313.5	0.41588
-313	0.38714
-312.5	0.4728
-312	0.49053
-311.5	0.47152
-311	0.41226
-310.5	0.42236
-310	0.54322
-309.5	0.61385
-309	0.45864
-308.5	0.35707
-308	0.55074
-307.5	0.78701
-307	0.8526
-306.5	0.62482
-306	0.38492
-305.5	0.34383
-305	0.46317
-304.5	0.65407
-304	0.74549
-303.5	0.59982
-303	0.45034
-302.5	0.439
-302	0.41604
-301.5	0.2983
-301	0.35218
-300.5	0.46015
-300	0.4463
-299.5	0.53768
-299	0.64302
-298.5	0.55403
-298	0.48547
-297.5	0.54123
-297	0.49274
-296.5	0.47402
-296	0.56755
-295.5	0.64715
-295	0.50865
-294.5	0.38043
-294	0.35754
-293.5	0.27519
-293	0.27325
-292.5	0.33849
-292	0.47501
-291.5	0.66222
-291	0.7444
-290.5	0.71721
-290	0.53274
-289.5	0.39225
-289	0.28932
-288.5	0.39179
-288	0.65247
-287.5	0.71893
-287	0.57559
-286.5	0.52933
-286	0.56139
-285.5	0.57035
-285	0.47751
-284.5	0.3659
-284	0.30736
-283.5	0.35654
-283	0.47402
-282.5	0.65876
-282	0.83822
-281.5	0.92895
-281	0.85111
-280.5	0.67138
-280	0.33048
-279.5	0.1646
-279	0.33477
-278.5	0.65465
-278	0.83858
-277.5	0.74484
-277	0.48091
-276.5	0.33032
-276	0.29783
-275.5	0.31283
-275	0.29951
-274.5	0.31314
-274	0.40763
-273.5	0.47235
-273	0.34922
-272.5	0.2693
-272	0.31854
-271.5	0.36203
-271	0.58945
-270.5	0.92439
-270	0.99555
-269.5	0.75636
-269	0.61208
-268.5	0.70546
-268	0.76756
-267.5	0.69068
-267	0.72516
-266.5	0.75577
-266	0.7203
-265.5	0.5546
-265	0.51393
-264.5	0.58322
-264	0.50697
-263.5	0.35776
-263	0.39772
-262.5	0.47664
-262	0.57618
-261.5	0.8645
-261	0.96239
-260.5	0.80178
-260	0.58362
-259.5	0.5381
-259	0.65337
-258.5	0.88096
-258	0.7354
-257.5	0.45159
-257	0.48728
-256.5	0.65321
-256	0.76838
-255.5	0.69894
-255	0.49431
-254.5	0.43687
-254	0.5284
-253.5	0.6226
-253	0.56843
-252.5	0.46541
-252	0.47259
-251.5	0.65639
-251	1.0408
-250.5	1.17
-250	0.67419
-249.5	0.38161
-249	0.50446
-248.5	0.7382
-248	0.86808
-247.5	0.77507
-247	0.75785
-246.5	0.63176
-246	0.60108
-245.5	0.68617
-245	0.77789
-244.5	0.92345
-244	1.0813
-243.5	0.86726
-243	0.66477
-242.5	0.67582
-242	0.75207
-241.5	0.70726
-241	0.66051
-240.5	0.58476
-240	0.64526
-239.5	0.8135
-239	0.65636
-238.5	0.61415
-238	0.74239
-237.5	0.85554
-237	0.69059
-236.5	0.53321
-236	0.48555
-235.5	0.64245
-235	0.90695
-234.5	0.97181
-234	1.0267
-233.5	1.1431
-233	1.0709
-232.5	0.97104
-232	0.74501
-231.5	0.9018
-231	1.3202
-230.5	1.2869
-230	1.0415
-229.5	0.94555
-229	0.8759
-228.5	0.75561
-228	0.54264
-227.5	0.70075
-227	0.92436
-226.5	0.67091
-226	0.43674
-225.5	0.49094
-225	0.67544
-224.5	0.71951
-224	0.76604
-223.5	1.3029
-223	1.7556
-222.5	1.1589
-222	0.6757
-221.5	0.86721
-221	1.2045
-220.5	1.3502
-220	1.6588
-219.5	1.6398
-219	1.4731
-218.5	1.2132
-218	0.92515
-217.5	1.1566
-217	1.7012
-216.5	2.1424
-216	2.7238
-215.5	3.3261
-215	2.8817
-214.5	1.8894
-214	1.5739
-213.5	1.5582
-213	1.5062
-212.5	1.324
-212	1.4931
-211.5	1.9688
-211	2.0282
-210.5	1.82
-210	1.6826
-209.5	1.7023
-209	1.8075
-208.5	2.2719
-208	2.2518
-207.5	1.758
-207	1.187
-206.5	0.88556
-206	0.68919
-205.5	0.79521
-205	0.96223
-204.5	0.97879
-204	0.97655
-203.5	1.1874
-203	1.3435
-202.5	1.2403
-202	1.2699
-201.5	1.4321
-201	1.4924
-200.5	1.1226
-200	0.92132
-199.5	1.1359
-199	1.2625
-198.5	0.98091
-198	0.84658
-197.5	0.9721
-197	1.1265
-196.5	0.99482
-196	0.72276
-195.5	0.65627
-195	0.84769
-194.5	0.89183
-194	0.62312
-193.5	0.44029
-193	0.71612
-192.5	1.1108
-192	1.1406
-191.5	1.0223
-191	0.93547
-190.5	0.85979
-190	0.80947
-189.5	0.87544
-189	0.78148
-188.5	0.70579
-188	0.72085
-187.5	0.80298
-187	0.90081
-186.5	0.706
-186	0.48775
-185.5	0.50426
-185	0.61878
-184.5	0.90109
-184	1.0745
-183.5	1.0369
-183	0.74505
-182.5	0.70602
-182	0.95981
-181.5	1.0209
-181	0.92056
-180.5	0.82906
-180	0.97144
-179.5	1.1748
-179	1.1314
-178.5	1.0367
-178	1.1944
-177.5	1.2483
-177	0.94727
-176.5	0.77339
-176	0.67825
-175.5	0.74308
-175	1.0275
-174.5	0.91647
-174	0.58251
-173.5	0.55939
-173	0.64018
-172.5	0.9394
-172	1.2339
-171.5	0.99844
-171	0.64828
-170.5	0.70722
-170	0.78151
-169.5	0.83868
-169	0.9
-168.5	0.6986
-168	0.49219
-167.5	0.47605
-167	0.4815
-166.5	0.71657
-166	1.0308
-165.5	1.1985
-165	1.4013
-164.5	1.4687
-164	1.0912
-163.5	0.66557
-163	0.76457
-162.5	1.1639
-162	1.2112
-161.5	1.1129
-161	1.0539
-160.5	0.74141
-160	0.55463
-159.5	0.74191
-159	1.0581
-158.5	0.97921
-158	0.68655
-157.5	0.86399
-157	1.163
-156.5	1.1161
-156	0.8899
-155.5	0.89652
-155	1.333
-154.5	1.5005
-154	1.1479
-153.5	0.7476
-153	0.58269
-152.5	0.52799
-152	0.44263
-151.5	0.39841
-151	0.4956
-150.5	0.65672
-150	0.78326
-149.5	0.89128
-149	0.88525
-148.5	0.71049
-148	0.81985
-147.5	1.1925
-147	1.2986
-146.5	1.2438
-146	1.1413
-145.5	0.81776
-145	0.46428
-144.5	0.38134
-144	0.75129
-143.5	1.3508
-143	1.3831
-142.5	1.0217
-142	0.70638
-141.5	0.63291
-141	1.0126
-140.5	1.2874
-140	0.9018
-139.5	0.47185
-139	0.39005
-138.5	0.43572
-138	0.70434
-137.5	1.2931
-137	1.4861
-136.5	1.0747
-136	0.95929
-135.5	1.3644
-135	1.4007
-134.5	1.1934
-134	1.0212
-133.5	0.93589
-133	0.84784
-132.5	0.53845
-132	0.33683
-131.5	0.51123
-131	0.75098
-130.5	0.83691
-130	0.77974
-129.5	0.81685
-129	1.0166
-128.5	1.0669
-128	1.0627
-127.5	1.0485
-127	1.2739
-126.5	1.3597
-126	1.5865
-125.5	1.4909
-125	0.98233
-124.5	0.80344
-124	0.96385
-123.5	0.8128
-123	0.73782
-122.5	1.0549
-122	1.282
-121.5	1.0835
-121	0.9298
-120.5	0.88038
-120	0.79219
-119.5	0.81698
-119	0.75493
-118.5	0.8544
-118	1.1255
-117.5	1.1877
-117	0.91641
-116.5	0.8372
-116	0.83184
-115.5	0.80019
-115	0.87264
-114.5	1.0195
-114	0.83778
-113.5	0.64643
-113	0.56942
-112.5	0.66429
-112	1.0407
-111.5	1.076
-111	0.89465
-110.5	1.155
-110	1.3243
-109.5	1.3123
-109	1.1475
-108.5	1.1132
-108	1.0276
-107.5	0.9362
-107	1.0149
-106.5	0.95114
-106	0.7924
-105.5	0.66976
-105	0.79964
-104.5	0.89948
-104	1.0086
-103.5	1.0172
-103	0.68287
-102.5	0.61643
-102	0.72788
-101.5	0.75264
-101	0.91659
-100.5	1.0348
-100	1.12
-99.5	0.9749
-99	0.79024
-98.5	0.8378
-98	1.0609
-97.5	0.99834
-97	1.0171
-96.5	1.0486
-96	0.89292
-95.5	0.88716
-95	0.97205
-94.5	0.90685
-94	0.99913
-93.5	1.5693
-93	1.772
-92.5	1.2224
-92	1.1677
-91.5	1.3795
-91	1.2729
-90.5	1.2607
-90	1.5524
-89.5	1.7037
-89	1.7134
-88.5	1.6543
-88	1.7367
-87.5	1.5417
-87	1.2322
-86.5	1.1774
-86	1.3614
-85.5	1.6416
-85	1.6427
-84.5	1.5066
-84	1.7
-83.5	1.7908
-83	1.4241
-82.5	1.2376
-82	1.2317
-81.5	1.4494
-81	1.8699
-80.5	2.2863
-80	2.6355
-79.5	2.7792
-79	2.6103
-78.5	2.322
-78	1.5367
-77.5	1.6551
-77	2.4918
-76.5	2.1648
-76	2.6508
-75.5	4.9009
-75	5.5261
-74.5	3.9125
-74	2.9893
-73.5	4.1078
-73	7.9215
-72.5	11.094
-72	14.266
-71.5	21.148
-71	23.153
-70.5	18.764
-70	13.419
-69.5	7.4829
-69	5.2811
-68.5	6.0206
-68	5.1074
-67.5	3.534
-67	2.8226
-66.5	1.9333
-66	1.6685
-65.5	1.8873
-65	2.2552
-64.5	2.5258
-64	2.0966
-63.5	2.0188
-63	2.0732
-62.5	1.9171
-62	1.7577
-61.5	1.4694
-61	1.2378
-60.5	1.1817
-60	1.3861
-59.5	1.5626
-59	1.8755
-58.5	2.2419
-58	2.1734
-57.5	1.6628
-57	1.2432
-56.5	1.469
-56	1.8473
-55.5	1.9607
-55	2.0405
-54.5	1.507
-54	1.4579
-53.5	1.8743
-53	1.8773
-52.5	1.2137
-52	0.67941
-51.5	0.73697
-51	1.1339
-50.5	1.216
-50	1.2678
-49.5	1.2933
-49	1.6465
-48.5	2.1722
-48	1.9026
-47.5	1.4904
-47	1.5645
-46.5	1.6751
-46	1.6437
-45.5	1.6763
-45	1.6924
-44.5	1.5024
-44	1.4854
-43.5	1.3861
-43	0.84369
-42.5	0.61312
-42	0.96584
-41.5	1.2456
-41	0.97781
-40.5	0.89161
-40	1.0525
-39.5	0.97875
-39	1.0975
-38.5	1.3359
-38	1.3643
-37.5	1.0057
-37	0.95395
-36.5	1.0719
-36	1.0179
-35.5	1.0233
-35	1.0191
-34.5	1.0504
-34	1.0051
-33.5	0.75283
-33	0.56944
-32.5	0.70244
-32	0.86525
-31.5	1.1395
-31	1.5685
-30.5	1.5384
-30	1.3671
-29.5	1.4188
-29	1.351
-28.5	1.1482
-28	1.3547
-27.5	1.5619
-27	1.3942
-26.5	1.3115
-26	1.6717
-25.5	2.1452
-25	1.9009
-24.5	1.2927
-24	1.0089
-23.5	0.95077
-23	0.88879
-22.5	1.0036
-22	1.082
-21.5	0.95341
-21	0.66722
-20.5	0.72535
-20	1.1367
-19.5	1.321
-19	1.4331
-18.5	1.314
-18	0.97516
-17.5	0.99694
-17	0.99718
-16.5	0.93655
-16	1.1441
-15.5	1.2197
-15	1.1277
-14.5	0.79378
-14	0.55307
-13.5	0.58089
-13	0.64049
-12.5	0.85264
-12	0.98452
-11.5	0.82433
-11	0.90791
-10.5	1.2864
-10	1.3188
-9.5	1.0641
-9	0.89997
-8.5	0.64658
-8	0.49509
-7.5	0.61652
-7	0.63698
-6.5	0.54724
-6	0.53266
-5.5	0.49731
-5	0.46798
-4.5	0.49326
-4	0.65988
-3.5	0.99065
-3	1.2164
-2.5	1.0083
-2	0.64825
-1.5	0.70312
-1	1.0863
-0.5	1.258
