f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta
1.66667	0.034355290031600004	0.034606953588099995	6.0095815569E-05	5.2433772792E-05	0.000116620260826	0.00013858889550200004	2.4719432303000003E-06	1.5720145227E-06	0.069334026322142
1.83333	0.037694368552499996	0.0378264693596	6.1622236323E-05	5.3914131687E-05	0.00011747167190700002	0.000139435705428	2.4890961215E-06	1.5873144948E-06	0.07589735806806129
2	0.0421588648941	0.0421311132299	6.3504082296E-05	5.573804433E-05	0.00011840677234200002	0.00014036490308	2.5097945041E-06	1.6057009971E-06	0.0846721074215492
2.16667	0.0483480546792	0.048098896891	6.588503890200001E-05	5.804506299E-05	0.00011941958432000002	0.000141372241668	2.5355728892000003E-06	1.6284938354999999E-06	0.0968358375648047
2.33333	0.05739246485	0.0568191105	6.9030152964E-05	6.1089564753E-05	0.000120499860165	0.000142444131464	2.5690938988E-06	1.6580951963999997E-06	0.1146088662484412
2.5	0.071705303795	0.07061937347	7.349373629100001E-05	6.5406872649E-05	0.00012161429493	0.00014354999558	2.6160471357000003E-06	1.6992815201999998E-06	0.14273305749310589
2.66667	0.097522424609	0.09551082033899999	8.0685042435E-05	7.2356075835E-05	0.00012267749131500001	0.00014459980206800002	2.6911821244E-06	1.7646573023999998E-06	0.1934580191990798
2.83333	0.157402788338	0.153244648371	9.5667561621E-05	8.681834703E-05	0.000123358961769	0.000145259753234	2.8476952497E-06	1.9001922902999998E-06	0.311103289220194
3	0.444792819045	0.430323157636	0.00016169073875999998	0.00015049416651	0.000120783379201	0.00014259701590400002	3.5415044738999995E-06	2.4989512166999997E-06	0.8756975824370656
3.16667	0.486583	0.467647	4.4387969166E-05	4.8171049431E-05	0.000136466593346	0.000158542862996	1.3644676508E-06	6.230999180699999E-07	0.9546195560425078
3.33333	0.15263135543999998	0.145675314029	3.254826399300001E-05	2.6031167448E-05	0.000133507576901	0.000155464789604	2.1704012888E-06	1.3182347024999998E-06	0.2986577099029373
3.5	0.08900138311299999	0.08432610704	4.9403970144E-05	4.2309722604000004E-05	0.000134725342399	0.000156648794656	2.3405498415000003E-06	1.4655082815E-06	0.17371438404092598
3.66667	0.062106480953999996	0.058394613243	5.8435315487999995E-05	5.1048640892999996E-05	0.000136657883298	0.00015855900079800002	2.4254524488E-06	1.5390682569E-06	0.1209097595581827
3.83333	0.0472977652737	0.044116415039	6.5228171967E-05	5.763390333600001E-05	0.000138951654776	0.000160832732164	2.4833434566E-06	1.5890323374E-06	0.091840899150737
4	0.0379458346469	0.03509919882029999	7.1367273342E-05	6.3594403029E-05	0.00014152040556	0.000163381655522	2.529631038E-06	1.6287731595E-06	0.0734890556088505
4.16667	0.031518608458199995	0.028901800482199997	7.755589341900001E-05	6.960935572800001E-05	0.000144341078379	0.00016618113949	2.5705092926E-06	1.6635350312999998E-06	0.060882330451739894
4.33333	0.0268398209634	0.024390129284999996	8.4243624129E-05	7.611320172E-05	0.00014741025734100002	0.00016922608792000002	2.6087669665999997E-06	1.6956642743999998E-06	0.05171124785075099
4.5	0.0232886895711	0.0209656905981	9.1829862216E-05	8.3494346142E-05	0.000150732212311	0.000172520747602	2.6459315642000002E-06	1.7259010973999998E-06	0.044757329170132594
4.66667	0.0205067972435	0.0182828465238	0.000100771099758	9.219564713700001E-05	0.00015431462904600004	0.000176070214684	2.6826547271000002E-06	1.7549088947999995E-06	0.0393174329215469
4.83333	0.018272651399	0.0161280694419	0.000111680096868	0.00010281253648800001	0.00015816177741100003	0.00017987788659799998	2.7196301384E-06	1.7826876665999999E-06	0.03495775545607
5	0.0164421748113	0.014362421428700001	0.000125469431811	0.00011623283494499999	0.00016227194946	0.00018393951655400003	2.7568998395000003E-06	1.8085810014E-06	0.0313970754536109
5.16667	0.0149175156391	0.012891531319599999	0.00014362453035	0.00013390178316	0.00016662208792200003	0.000188227075738	2.7944568234999996E-06	1.8312341777999999E-06	0.0284460481268713
5.33333	0.0136299683628	0.0116492270641	0.00016878030156	0.00015837933006000002	0.000171146436876	0.00019266836872000004	2.8317405384E-06	1.8483148403999997E-06	0.025974849919494798
5.5	0.0125300474913	0.010587668374099999	0.00020614797999000001	0.00019473657624	0.00017567163980300004	0.000197073988666	2.8672935490000003E-06	1.8541876274999998E-06	0.0238960675312755
5.66667	0.0115810646664	0.0096715011364	0.00026774058627000003	0.00025465461219	0.000179726303607	0.00020093771820799998	2.8976684605E-06	1.8359966519999998E-06	0.022160358688187498
5.83333	0.010755917214999999	0.0088745838837	0.00038891934431999997	0.00037252301025	0.000181792064294	0.00020264068099800004	2.9112127982000004E-06	1.7548809624E-06	0.0207810422923226
6	0.0100364069329	0.0081790057359	0.0007389435070800001	0.0007129003329	0.000174284787651	0.00019411227732	2.852649128E-06	1.4240147013E-06	0.0200399302375803
6.16667	0.0096410582454	0.007775800492499999	0.0135297	0.0131529	0.00039793092264800005	0.00041468545377200004	1.3154824129E-06	1.2678027542999998E-05	0.0449260686242759
6.33333	0.008794939066700001	0.006981361768899999	0.0007837241081400001	0.00076792943592	0.000263372958957	0.00028751023107400004	3.4820929688E-06	3.2359475906999997E-06	0.0178855556102505
6.5	0.0082930287022	0.0064948685948	0.00036938110455	0.00036483645549000005	0.000256343053221	0.000279271458474	3.4149668668000004E-06	2.8454945372999997E-06	0.0160639898301391
6.66667	0.0078375870142	0.0060534565915000005	0.00023616497241	0.00023523172476000003	0.000263676119372	0.000286192876816	3.4459373648E-06	2.7721650041999997E-06	0.014918527401427002
6.83333	0.0074256458464	0.0056538054653	0.00017017521363	0.00017100216819000003	0.00027596479084200003	0.00029825800720600004	3.5052157388E-06	2.7795391578E-06	0.014001136246464601
7	0.0070521933939	0.005290911393299999	0.00013055673430800003	0.00013241419017	0.000291770123126	0.000313908277714	3.5799373204000004E-06	2.8226598002999995E-06	0.0132181567096387
7.16667	0.0067125098016	0.004960144670199999	0.00010393217886600001	0.000106453653795	0.00031103233811400005	0.000333046861528	3.6667738321E-06	2.8880565318E-06	0.0125336743344669
7.33333	0.0064027510638	0.0046576846200099995	8.4610008405E-05	8.758003146900001E-05	0.000334233930551	0.0003561358094	3.7650666252999997E-06	2.9705059935E-06	0.0119297310362538
7.5	0.0061194624412	0.00438001453729	6.973762097700002E-05	7.3016746002E-05	0.000362265594276	0.000384055056218	3.8754673417E-06	3.0686394977999995E-06	0.011395496102802499
7.66667	0.005859821752399999	0.00412420227535	5.770281752999999E-05	6.1190579025E-05	0.0003964996639	0.00041816867093000005	3.9996856649E-06	3.1827712842E-06	0.0109247682160841
7.83333	0.0056213960824	0.00388761030511	4.7492223534000004E-05	5.1107565885E-05	0.000439009585867	0.000460543990908	4.1401109478E-06	3.3146680769999995E-06	0.0105146145327288
8	0.0054023850741	0.0036678629798099997	3.8387682513000005E-05	4.2055477046999996E-05	0.0004930011748190001	0.0005143737528740001	4.3009122959E-06	3.4675909838999997E-06	0.0101658346444428
8.16667	0.0052011343453	0.00346268285856	2.9788881678000004E-05	3.343072593E-05	0.000563652069055	0.000584820354752	4.4880806087E-06	3.6476502173999994E-06	0.0098836449661011
8.33333	0.005016719388299999	0.00326972702989	2.1068854731E-05	2.4588294318E-05	0.0006598683529920001	0.0006807663825059999	4.7120421534E-06	3.8644754724E-06	0.009681314820362798
8.5	0.004849008825689999	0.0030862036412099996	1.13682221874E-05	1.4626287858000002E-05	0.0007983392209690002	0.000818854156788	4.9911269804E-06	4.1359295187E-06	0.009587527411201498
8.66667	0.0046993699557	0.0029079225754	8.6321786049E-07	1.8951224436E-06	0.0010144003677800002	0.00103431419808	5.3633895636000006E-06	4.4990367525E-06	0.00966862786358019
8.83333	0.00457357365271	0.00272626509825	1.9322846946000002E-05	1.7557543151999998E-05	0.0013980648174900003	0.00141693298992	5.923493122E-06	5.04668637E-06	0.01016268712796
9	0.00449483479165	0.00251368680146	5.6745726552E-05	5.7381630714E-05	0.0022666578352500003	0.0022831592398	7.0014065904E-06	6.101483625E-06	0.011685568915641402
9.16667	0.004652220063	0.0020607379466699998	0.00021247040879999999	0.00022411357839000003	0.00610996332175	0.00611573433036	1.1170329911E-05	1.0180731321E-05	0.019396590710202
9.33333	0.0034069860443799995	0.00316530613126	0.00036947851839	0.0004002690528	0.00853973	0.00849358	3.7336406788E-06	4.3956938555999996E-06	0.0243834790813644
9.5	0.00374864029783	0.00254326079774	0.000126396892746	0.00013981269642	0.00249370363676	0.00246427633972	2.7596185167E-06	1.9578028652999994E-06	0.011520808082598
9.66667	0.00371537261812	0.00234749908707	8.3114164773E-05	9.3625893483E-05	0.0014536755392500003	0.0014270403501200001	4.1153485632E-06	3.2865401502E-06	0.0091277295415294
9.83333	0.00364212727913	0.0022090708986	6.428366361000001E-05	7.3651504956E-05	0.00102282908129	0.00099735013792	4.8799905395000005E-06	4.0383127637999995E-06	0.0080182308688093
10	0.00355997747124	0.00209280450146	5.337750773700001E-05	6.2170733133E-05	0.000787281978565	0.0007624321542060001	5.4890092667999996E-06	4.638607972199999E-06	0.00732817196358
10.1667	0.0034767182541099997	0.0019891832791999998	4.6061187165E-05	5.4538236792E-05	0.000638844391705	0.0006143882054480001	6.064506984499999E-06	5.2073535348E-06	0.006831005414939299
10.3333	0.00339506476088	0.0018944005852400002	4.069327869E-05	4.8997314609000003E-05	0.000536780954637	0.000512593498506	6.6624758305E-06	5.7995273979E-06	0.0064409923957904
10.5	0.0033160534133400005	0.00180652503747	3.6509624855999996E-05	4.4733539016000006E-05	0.00046233073452400005	0.00043833497792400005	7.321369672000001E-06	6.453019862099999E-06	0.0061182617166641
10.6667	0.00324011240453	0.0017244062242699999	3.310135812900001E-05	4.1315231834999996E-05	0.00040564913062200004	0.000381796613296	8.077764527E-06	7.204184946E-06	0.005841662912155
10.8333	0.00316735851437	0.00164726317515	3.0227920443E-05	3.8492224908E-05	0.00036107515591400006	0.00033733187263800007	8.975558624000002E-06	8.096694957E-06	0.005598821117004
11	0.00309777227954	0.00157453471371	2.7732502575E-05	3.6107735667E-05	0.000325122892614	0.000301464333656	1.0075291579E-05	9.191016557999999E-06	0.005382000765899
11.1667	0.0030312661151	0.0015057812517700001	2.5502672718E-05	3.4059829137000005E-05	0.000295528458299	0.000271937252144	1.1468123161E-05	1.0577720555999999E-05	0.005186121422885001
11.3333	0.00296772810696	0.00144065205408	2.3447646585E-05	3.2279058006E-05	0.00027076067938	0.000247223482418	1.3302599650000001E-05	1.2405337488E-05	0.005007798964567
11.5	0.00290702687771	0.0013788431500900001	2.1475286919E-05	3.0717808776E-05	0.000249749527688	0.000226255381472	1.5841619934E-05	1.4936012927999998E-05	0.0048448456655169995
11.6667	0.00284901158662	0.0013201066868899999	1.9465044093E-05	2.9345566719000003E-05	0.000231727281496	0.00020827192453799998	1.9602923854E-05	1.8686356614E-05	0.004696217370824
11.8333	0.0027935508562799997	0.00126421819392	1.7194354542E-05	2.815115187E-05	0.000216148252057	0.00019272952249600002	2.5767734612000004E-05	2.4835255487999997E-05	0.004562595321265
12	0.0027405230409399996	0.00121100931826	1.4079276414E-05	2.716205379E-05	0.00020265889454900002	0.00017929182957800003	3.7752966993000003E-05	3.6792277955999996E-05	0.004449269658479999
12.1667	0.00268984542149	0.0011603958834499998	7.5114053163000004E-06	2.6590823343000004E-05	0.000191309593379	0.000168064166176	7.126227506999999E-05	7.021995866999999E-05	0.0043851995268943
12.3333	0.00264325509924	0.0011158945949299999	9.729450804600001E-05	3.4820855931E-05	0.000195887742632	0.00017492358138400003	0.00070069	0.00069831	0.005661076382163
12.5	0.00259411508207	0.0010644674543399998	3.198150486E-05	2.2393732952999997E-05	0.00016691756258	0.000143066710878	8.814189716999999E-05	8.884737792000001E-05	0.004199931322771
12.6667	0.0025495976034	0.00102041043047	2.3414904711E-05	2.2253259981000004E-05	0.000159366733314	0.00013566285719200002	4.1152504666000004E-05	4.1954604462E-05	0.003993812898196
12.8333	0.00250680262855	0.0009780416122700001	2.0275473123E-05	2.1698207601E-05	0.000151861164617	0.00012817661578000002	2.6701053692000004E-05	2.7539600624999997E-05	0.003861096356258
13	0.00246570582837	0.00093740776444	1.8414192294000002E-05	2.1087649983E-05	0.00014490299261300002	0.000121201687884	1.9678177959999998E-05	2.0536459127999997E-05	0.003748934752672
13.1667	0.00242621961792	0.0008984434164	1.7072181350999998E-05	2.0482616583E-05	0.000138512712654	0.00011477289718200002	1.5523646812E-05	1.6395271335000002E-05	0.003647422360237
13.3333	0.0023882661439199996	0.00086105971522	1.6004011536E-05	1.9900206171E-05	0.000132651041982	0.000108854570638	1.2775190287000001E-05	1.3656918500999999E-05	0.0035531677982549997
13.5	0.00235176268726	0.0008251631315	1.510455708E-05	1.9345153790999997E-05	0.000127270158109	0.00010339829484600002	1.0819354290000001E-05	1.1709611234999998E-05	0.0034645729481110003
13.6667	0.002316621663	0.00079068351819	1.4319834480000003E-05	1.8817985559E-05	0.000122325654439	9.835735511600001E-05	9.353440741E-06	1.0251400292999999E-05	0.003380730851818
13.8333	0.0022827603520299998	0.00075754605177	1.3620078396E-05	1.831804383E-05	0.000117781664106	9.368843419000001E-05	8.210475213E-06	9.115599077999998E-06	0.003301040698613
14	0.0022501106327299995	0.00072567590872	1.2985197223500001E-05	1.7844144843E-05	0.000113605736136	8.9354160316E-05	7.290188967E-06	8.202139767E-06	0.0032250681087024995
14.1667	0.00221857032267	0.0006950076184599999	1.24021753911E-05	1.7394315663E-05	0.000109779083123	8.532055917400001E-05	6.5282446472E-06	7.44677784E-06	0.0031524490969683
14.3333	0.00218805183691	0.0006654850633499999	1.1861420341499999E-05	1.6967109471E-05	0.00010629145739100001	8.155883752780001E-05	5.8799872799E-06	6.8049820683E-06	0.0030829006943395
14.5	0.0021584335296999995	0.00063704744928	1.1355260734800001E-05	1.6561079447999997E-05	0.00010315225264300002	7.80427502152E-05	5.3115735380999995E-06	6.243017095799999E-06	0.0030161469126548995
14.6667	0.00212954509699	0.00060963865861	1.08766205379E-05	1.6174252659E-05	0.000100402459583	7.47468164962E-05	4.793097972600001E-06	5.730590234699999E-06	0.0029519075930834
14.8333	0.00210108972315	0.00058320725017	1.0416637797300001E-05	1.5804656169E-05	9.8159072512E-05	7.16506517788E-05	4.2893789385E-06	5.232003877799999E-06	0.0028898493743934
15	0.00207239105781	0.0005577111357300001	9.9605516103E-06	1.5450448572E-05	9.674745514300002E-05	6.872903013040002E-05	3.738524488100001E-06	4.6835931023999996E-06	0.0028294117965862
15.1667	0.0020412400141500003	0.0005330848447099999	9.4664875554E-06	1.5105974121000001E-05	9.732730281E-05	6.59474676162E-05	2.9570729587000003E-06	3.8970027522E-06	0.0027690261666735005
15.3333	0.00199193455876	0.0005092208183	8.643489434100002E-06	1.4740191972000001E-05	0.00010841955810700001	6.31478137766E-05	6.720927390299999E-07	1.5578946944999997E-06	0.00269833641778323
15.5	0.0020830861521499997	0.00048679246818	1.0405962864E-05	1.4656671057E-05	4.3600360090700004E-05	6.177312785360001E-05	9.704276224E-06	1.0901806227E-05	0.0027209208246462995
15.6667	0.00200649312212	0.00046438095335199996	9.089063044200002E-06	1.4262478644000003E-05	7.06906039805E-05	5.8983836181599996E-05	5.138019632000001E-06	6.208646277599999E-06	0.0026352467232319
15.8333	0.0019764028294	0.00044291408546399995	8.6284985265E-06	1.3968511329E-05	7.298967009110001E-05	5.6737539079E-05	4.2906261667E-06	5.355374305499999E-06	0.0025812871343618
16	0.0019519131070099998	0.00042216692630899996	8.273005659E-06	1.3695325596E-05	7.273612550740001E-05	5.46487129496E-05	3.857151305100001E-06	4.930766909999999E-06	0.0025322211212461
16.1667	0.00192963733727	0.000402103467068	7.9591301487E-06	1.3436608053000001E-05	7.175670387370002E-05	5.26792216192E-05	3.5631838225E-06	4.6520085411E-06	0.0024857876603962
16.3333	0.00190868020746	0.000382690037157	7.6698110439E-06	1.3188938946E-05	7.05086223342E-05	5.0812757414200004E-05	3.3379470220000004E-06	4.446852046199999E-06	0.0024413351734235
16.5	0.0018887059753099997	0.0003638901601099999	7.3993794003E-06	1.29515948655E-05	6.91585764185E-05	4.9039977396600005E-05	3.1545554283000004E-06	4.2879935043E-06	0.0023985882124334997
16.6667	0.00186953947094	0.0003456846624	7.1433839466E-06	1.27232868273E-05	6.77777874748E-05	4.73536620234E-05	3.0004106352E-06	4.163561645399999E-06	0.0023573862258927
16.8333	0.00185108337775	0.00032804221167799996	6.900607009799999E-06	1.25036991618E-05	6.64030617394E-05	4.57473561738E-05	2.8687019359000005E-06	4.0680817191E-06	0.0023176170971678
17	0.00183326957412	0.000310942231476	6.669195020999999E-06	1.2291858554400001E-05	6.50516494669E-05	4.42151143418E-05	2.7559469011E-06	3.9998358827999995E-06	0.002279195405764
17.1667	0.00181604453592	0.00029436180709099997	6.4481873715000006E-06	1.20872783478E-05	6.37334567441E-05	4.275234999420001E-05	2.6601976126E-06	3.9598087536E-06	0.0022420476218348
17.3333	0.0017993742023399999	0.00027828316793699996	6.2366775714E-06	1.1888682710700002E-05	6.24539489982E-05	4.13547314052E-05	2.5813559738E-06	3.952518397199999E-06	0.0022061252853334996
17.5	0.0017832293783999998	0.000262678255194	6.0339485466E-06	1.16960453373E-05	6.12154319563E-05	4.001750217000001E-05	2.5208513923E-06	3.9868473167999995E-06	0.0021713782603133
17.6667	0.0017675760032899999	0.000247537715922	5.8399867674E-06	1.15065909657E-05	6.00182472076E-05	3.87381991504E-05	2.4829580771E-06	4.0809026907E-06	0.0021377806040709
17.8333	0.00175239461369	0.000232838167771	5.6538180953999995E-06	1.13190569175E-05	5.886213856020001E-05	3.7512660492200005E-05	2.4776538538000004E-06	4.2707731797E-06	0.0021053288825598
18	0.0017376657462799998	0.00021856137250799996	5.476254312600001E-06	1.11280373508E-05	5.77459104519E-05	3.63379134424E-05	2.5284608857E-06	4.640255983799999E-06	0.0020740839512152
18.1667	0.00172336507191	0.00020469189778199998	5.3081207307E-06	1.0920063696E-05	5.6668025731300005E-05	3.52129387714E-05	2.7042640066999996E-06	5.4290180781E-06	0.0020442994007062
18.3333	0.00170947312726	0.000191219923006	5.1566692689E-06	1.06373289576E-05	5.56214818198E-05	3.4138840644599996E-05	3.3120985679E-06	7.699216904999999E-06	0.0020172586864298002
18.5	0.0016959753148400002	0.000178191745233	5.207770945800001E-06	8.853019696499999E-06	5.449808033830001E-05	3.32253561156E-05	1.1952650296000002E-05	3.7720890594E-05	0.0020256248280592004
18.6667	0.00168286190299	0.000165355770377	4.752577719E-06	1.10052287235E-05	5.37079845187E-05	3.2043304587E-05	3.4463577788E-07	4.6315690074E-06	0.00195470297370048
18.8333	0.0016701134283899999	0.00015297668664	4.628889201600001E-06	1.06530466731E-05	5.27616970374E-05	3.10960156096E-05	7.243873358E-07	7.951795631999999E-07	0.0019237493304506998
19	0.00165771042772	0.000140926358744	4.4913327417E-06	1.04551349868E-05	5.1859389165600007E-05	3.0173273078400005E-05	1.0009146443E-06	2.9372873867999995E-07	0.00189691055981948
19.1667	0.00164564316932	0.00012920104551299998	4.354060405500001E-06	1.02936831393E-05	5.099064243270001E-05	2.9281532114200002E-05	1.1076857865E-06	7.885456182E-07	0.0018716603643294
19.3333	0.00163390192153	0.000117789055772	4.2200757864E-06	1.01489486277E-05	5.01525533305E-05	2.84215571392E-05	1.1516821116E-06	1.0599507828E-06	0.0018468457450802
19.5	0.0016224769526899999	0.00010667448952299999	4.089622419E-06	1.00136578983E-05	4.93434993103E-05	2.7591224758400002E-05	1.1663895947E-06	1.2238441398E-06	0.0018225796803334998
19.6667	0.0016113536653099998	9.585267029599998E-05	3.9628085409E-06	9.8858117103E-06	4.85619432207E-05	2.67902801644E-05	1.1656258426E-06	1.3283601975E-06	0.0017989011652823998
19.8333	0.0016005125960700001	8.5308633387E-05	3.8396747412E-06	9.7638317157E-06	4.78067748968E-05	2.6016769833800002E-05	1.1559843482000002E-06	1.3972414958999998E-06	0.0017758015064886002
20	0.00158995374497	7.503396115E-05	3.7199098368E-06	9.645968578800001E-06	4.7076371789899995E-05	2.5269674536999998E-05	1.1411086995E-06	1.4428830375E-06	0.0017532836225995
20.1667	0.00157966738035	6.5021171233E-05	3.6045014957999997E-06	9.5329983207E-06	4.63702215162E-05	2.4548059980200005E-05	1.1230098768E-06	1.4729103674999999E-06	0.0017313402531402
20.3333	0.0015696486363799998	5.5253895991E-05	3.4914202632000002E-06	9.4237503333E-06	4.568653073240001E-05	2.38501425116E-05	1.1030121842000002E-06	1.4918904332999998E-06	0.0017099492788289997
20.5	0.00155987318391	4.57302180713E-05	3.382425E-06	9.317987864400002E-06	4.502521404120001E-05	2.3175667323800003E-05	1.0819354289999998E-06	1.5030773594999997E-06	0.0016890897089992
20.6667	0.0015503410229400002	3.64333489466E-05	3.2759597907E-06	9.2153689386E-06	4.43853320723E-05	2.25233603798E-05	1.0603471701E-06	1.5085102113E-06	0.0016687432504494002
20.8333	0.00154104728764	2.73533745005E-05	3.1727687688E-06	9.1159330146E-06	4.3766628633800004E-05	2.18927970006E-05	1.0385416972999998E-06	1.5094529297999997E-06	0.0016488967841854
21	0.00153198711218	1.84680815005E-05	3.071783088E-06	9.0188909184E-06	4.3167908163500004E-05	2.1283297699799998E-05	1.0169184039000001E-06	1.5069390137999998E-06	0.0016295209309679
21.1667	0.00152314589907	9.7517025969E-06	2.9735304066E-06	8.9244267906E-06	4.25906224155E-05	2.0695881707E-05	9.957085176000002E-07	1.5013036520999997E-06	0.0016105790751563
21.3333	0.0015145236483100001	1.10351130237E-06	2.8772260020000003E-06	8.8310806593E-06	4.20390412548E-05	2.0136409592400004E-05	9.754585766000001E-07	1.4921069093999997E-06	0.0015919784826068702
21.5	0.0015061398232199999	8.0649933973E-06	2.7779991822000003E-06	8.7337755051E-06	4.154740899870001E-05	1.9640554392E-05	9.590904582000001E-07	1.4724983646E-06	0.0015893361435180998
21.6667	0.00149763435238	1.0617925135E-05	2.7280204703999998E-06	8.700538126800002E-06	4.0688141366100006E-05	1.87442268946E-05	9.124174973000001E-07	1.5319035963E-06	0.0015815575254665
21.8333	0.0014897419761199999	2.1344812021000002E-05	2.6192958012E-06	8.5892908986E-06	4.03437340552E-05	1.84072016402E-05	9.062374115E-07	1.4862899870999997E-06	0.0015834388379347998
22	0.00148191772148	2.9363695424099996E-05	2.5315556967E-06	8.504651987100002E-06	3.98635450373E-05	1.79214538E-05	8.885309752E-07	1.4714648657999997E-06	0.0015824626192662
22.1667	0.0014742589050599998	3.6964876526799995E-05	2.4473333142E-06	8.423590664400002E-06	3.93839538005E-05	1.7435026473400002E-05	8.700958212999999E-07	1.4592584069999997E-06	0.0015812430400675998
22.3333	0.0014667703926900001	4.4335741482E-05	2.3660198172000002E-06	8.346212153700001E-06	3.8913414677500005E-05	1.6958706507E-05	8.519479503E-07	1.4472754073999998E-06	0.0015799897106851001
22.5	0.0014594521843700001	5.1502899404E-05	2.2866140079000004E-06	8.270832883800001E-06	3.8454660381900004E-05	1.64931733872E-05	8.342485209E-07	1.435515867E-06	0.0015787301288227
22.6667	0.00145229941427	5.8495157347999994E-05	2.2094947179000004E-06	8.1972292554E-06	3.80073493245E-05	1.604012583E-05	8.169204572E-07	1.4236934787E-06	0.0015774893846817
22.8333	0.0014453023507299998	6.532093295999999E-05	2.1341342889000004E-06	8.1256117149E-06	3.7572164683700005E-05	1.55989692848E-05	8.001949868999999E-07	1.4118780735E-06	0.0015762662367226998
23	0.00143846585958	7.1993320356E-05	2.0603162457E-06	8.0559539565E-06	3.7148167089200004E-05	1.5169703751600003E-05	7.839459858E-07	1.4001115500000001E-06	0.0015750773785148
23.1667	0.0014317753433299998	7.851231953599999E-05	1.9879864695E-06	7.987992922200001E-06	3.67351857464E-05	1.4751479872400002E-05	7.682785573999999E-07	1.3878841419E-06	0.0015739064705757998
23.3333	0.00142523080198	8.488588049899999E-05	1.9171720196999998E-06	7.9216628475E-06	3.6333135258000003E-05	1.4344552454600001E-05	7.53171681E-07	1.3758452775E-06	0.0015727622220173
23.5	0.0014188273697	9.111867971499999E-05	1.8474399458999999E-06	7.856503380900001E-06	3.5941588637500004E-05	1.3948411883400002E-05	7.387584877E-07	1.3633385453999998E-06	0.0015716420902958002
23.6667	0.0014125650464899997	9.721399071299999E-05	1.7787225996000002E-06	7.793172167400001E-06	3.5559691911900004E-05	1.35622088008E-05	7.250459844000001E-07	1.3503779117999998E-06	0.0015705482565788998
23.8333	0.00140643896652	0.00010318069878600001	1.7101540800000002E-06	7.731235161299998E-06	3.51882136569E-05	1.31857733352E-05	7.122934263999999E-07	1.3366910358E-06	0.0015694840260016
24	0.0014004345323	0.000109019739228	1.6407331893E-06	7.6699558002E-06	3.4825787515699997E-05	1.2819275358200002E-05	7.007250344999999E-07	1.3216424553E-06	0.0015684323908812
24.1667	0.00139456147549	0.00011473391792099998	1.5683898834000002E-06	7.6094656131E-06	3.44724988856E-05	1.2462799805600001E-05	6.9129094434E-07	1.3038076179E-06	0.0015674036461609398
24.3333	0.00138881493026	0.00012032791133499999	1.488402297E-06	7.548265169400001E-06	3.41283477666E-05	1.21155822552E-05	6.8612545766E-07	1.2791223594E-06	0.0015663886869002601
24.5	0.00138318516495	0.00012580125182299996	1.3745228121E-06	7.481908788900001E-06	3.3793334158700005E-05	1.17783021934E-05	6.9483083022E-07	1.2305758482E-06	0.0015653398914045199
24.6667	0.00137766731373	0.000131158148208	7.689970296900001E-07	7.323034909800001E-06	3.34759123946E-05	1.147482658E-05	8.976889935E-07	8.366382279E-07	0.00156360256007349
24.8333	0.00137226624243	0.00013642338578100002	1.5807019104E-06	7.4346504192E-06	3.31394470326E-05	1.11067148228E-05	5.4473812739E-07	1.4341541624999999E-06	0.0015639300346858898
25	0.00136697708522	0.000141568438075	1.4167490058E-06	7.3618622706E-06	3.28291132444E-05	1.0796614217000001E-05	5.7574716334E-07	1.3479757253999999E-06	0.00156287358492154
