f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
466.611	1031.59	548.007	305.788	853.229	60.738	160.333	161.478	50.8916
466.944	1040.3	559.791	315.118	829.997	55.5927	137.512	167.23	54.2117
467.277	1054.26	592.763	324.684	817.722	49.9152	119.165	175.704	63.9084
467.61	1070.32	629.75	329.041	816.867	45.0455	116.233	182.764	70.9087
467.943	1081.97	653.488	330.294	820.844	42.5268	125.561	186.39	77.2246
468.276	1085.87	657.042	334.021	821.375	41.4056	139.166	185.647	84.848
468.609	1082.99	646.628	340.452	817.738	39.2644	147.183	183.228	87.9555
468.943	1079.07	637.535	344.891	818.403	37.4661	143.595	180.893	80.4066
469.276	1072.64	636.667	343.866	829.116	38.8991	139.243	177.226	60.4937
469.609	1058.7	628.943	337.058	845.708	45.9674	146.253	174.389	41.9948
469.942	1043.29	621.281	329.064	856.984	59.3356	160.842	174.939	38.954
470.275	1035.38	618.908	324.117	852.206	74.045	177.206	176.872	45.6261
470.608	1032.3	608.807	323.66	833.505	82.9312	191.49	177.792	51.092
470.941	1029.12	590.638	326.404	816.093	86.3973	199.435	176.036	51.2913
471.274	1027.2	578.303	329.733	815.109	84.8961	196.867	171.708	52.5956
471.607	1031.19	584.315	328.511	833.047	78.3717	179.556	168.271	62.1825
471.94	1044.79	610.328	322.507	856.337	68.5895	149.163	168.024	71.4548
472.273	1058.47	628.619	321.528	857.408	54.0933	122.066	168.072	73.5958
472.606	1062.59	620.409	328.872	831.461	40.8824	114.39	166.192	71.3319
472.939	1059.95	606.835	336.497	808.403	39.8905	127.472	163.914	65.9713
473.272	1057.95	608.156	337.767	812.291	48.783	148.862	164.45	64.5163
473.605	1058.3	622.984	333.337	837.943	57.3315	162.554	170.17	67.6408
473.938	1058.09	631.229	325.844	864.332	58.2845	164.503	177.914	71.3348
474.271	1056.65	632.194	317.178	878.974	52.7325	159.83	182.598	75.1326
474.604	1056.63	634.985	306.016	885.813	50.9567	158.094	184.875	70.562
474.938	1057.22	641.565	296.668	889.688	56.4856	165.867	187.645	56.8735
475.271	1057.73	644.829	294.41	888.368	64.3017	178.585	190.965	45.4245
475.604	1055.1	640.167	296.93	886.084	69.3369	185.725	191.36	39.6571
475.937	1047.34	625.701	299.681	886.599	69.4123	187.771	185.086	38.0898
476.27	1040.3	616.989	302.434	887.475	62.7184	183.476	175.104	37.4937
476.603	1040.62	618.948	309.015	877.239	50.3172	173.016	168.579	35.7123
476.936	1045.28	622.89	320.645	854.486	39.7776	166.305	166.178	39.3872
477.269	1049.22	626.145	329.084	834.838	37.9152	164.984	163.922	52.3317
477.602	1051.5	633.165	331.48	826.174	42.9248	161.306	161.374	66.5635
477.935	1055.08	638.213	331.186	827.99	48.012	148.527	159.044	70.6697
478.268	1058.63	630.999	329.935	835.854	49.1796	128.63	156.398	60.9062
478.601	1060.9	611.476	332.898	831.473	49.3399	117.56	152.103	45.5692
478.934	1061.58	593.725	337.895	814.706	53.7286	124.11	145.64	38.9409
479.267	1058.82	591.265	338.989	801.798	61.8271	139.73	142.812	49.4173
479.6	1054.69	602.295	338.709	796.149	68.8151	153.487	150.112	68.1675
479.933	1052.17	616.106	335.942	804.436	68.2275	155.038	162.024	78.501
480.266	1047.68	617.962	331.197	824.372	62.5507	149.148	168.161	72.9903
480.6	1042.38	615.727	329.149	843.361	62.0042	150.861	168.551	59.1048
480.933	1043.18	625.265	327.165	863.75	68.5932	159.838	168.58	53.254
481.266	1051.14	650.559	326.58	879.213	76.2233	169.471	172.143	61.8648
481.599	1064.82	678.699	327.754	879.595	78.341	171.665	179.966	71.5441
481.932	1073.03	689.762	326.687	873.823	72.7348	162.062	185.602	69.2082
482.265	1066.88	673.056	325.465	866.187	67.9618	152.109	184.535	58.5002
482.598	1051.49	644.458	325.464	858.166	69.5031	149.049	179.555	52.5078
482.931	1038.44	618.746	324.941	856.801	72.2386	148.118	173.705	58.4748
483.264	1033.54	604.81	324.775	860.574	73.716	151.985	172.416	66.5926
483.597	1038.13	601.633	325.182	863.759	72.555	156.905	179.834	72.6586
483.93	1045.81	605.042	324.849	865.836	67.1068	153.555	189.065	77.5493
484.263	1049.42	609.533	322.234	864.023	60.4118	144.059	193.073	75.9862
484.596	1050	615.055	319.272	854.955	55.5053	134.675	189.493	66.2111
484.929	1051.58	623.246	319.764	839.594	52.1193	132.489	179.687	53.6415
485.262	1053.57	635.191	324.716	822.109	49.2989	138.987	171.112	44.9292
485.595	1054.52	646.989	329.694	813.711	46.8779	143.515	170.126	43.8573
485.928	1052.47	655.155	327.932	826.853	46.7544	140.698	177.218	43.9463
486.261	1049.93	659.595	322.27	854.531	50.8971	137.654	186.714	39.4364
486.595	1050.87	661.349	319.84	880.171	59.7263	143.311	191.17	37.2995
486.928	1048.99	655.7	321.716	890.657	70.6285	161.101	190.163	42.2597
487.261	1042.49	645.679	326.137	884.583	76.4639	180.605	186.974	47.9513
487.594	1035.79	641.022	330.088	871.429	74.1362	187.891	183.727	48.8719
487.927	1031.28	640.625	331.559	861.917	66.6204	178.093	181.65	51.1255
488.26	1028.82	637.916	330.17	860.623	58.204	162.497	178.419	57.9039
488.593	1026.8	624.446	324.549	865.314	54.767	153.69	175.743	66.4053
488.926	1025.73	606.304	317.662	869.684	58.0984	152.249	175.021	68.9016
489.259	1031.62	601.895	317.208	866.12	60.3772	148.572	172.41	58.9512
489.592	1043.49	619.884	325.572	853.409	56.2749	136.763	167.32	45.6834
489.925	1054.06	641.924	334.933	841.569	48.8733	122.821	160.844	41.8954
490.258	1059.48	657.045	337.867	836.212	41.8535	113.051	153.967	45.2655
490.591	1060.1	661.535	334.473	837.24	39.8338	109.648	150.299	48.9171
490.924	1056.49	656.085	331.851	839.801	44.4667	112.55	152.792	51.2693
491.257	1051.98	643.813	334.488	838.434	49.8728	117.344	159.904	53.2223
491.59	1045.84	629.403	337.277	843.153	53.3843	124.506	165.146	56.5574
491.923	1038.42	616.551	333.978	858.489	57.8053	137.053	163.247	58.589
492.256	1032.9	610.197	327.074	868.839	62.6727	151.861	157.147	55.7789
492.59	1026.59	600.229	322.095	865.169	65.9603	164.729	153.425	52.8152
492.923	1019.8	581.698	323.683	852.589	65.4124	167.752	154.693	55.2584
493.256	1019.75	570.079	329.43	844.684	63.5569	160.971	158.659	60.3762
493.589	1025.03	576.233	331.568	852.892	66.1158	156.927	164.251	60.1088
493.922	1027.67	589.494	327.853	867.392	72.4051	167.275	171.066	53.0372
494.255	1025.96	601.01	321.197	874.367	77.4164	192.693	176.329	45.3265
494.588	1024.09	613.622	318.228	873.742	77.5024	214.625	178.243	45.9061
494.921	1028.93	629.234	324.909	866.842	74.8829	216.079	176.393	55.6907
495.254	1039.14	641.364	336.355	856.027	74.4646	200.9	173.496	63.8585
495.587	1045.56	638.393	343.956	848.133	73.7786	180.69	173.462	60.1332
495.92	1044.72	623.74	347.861	839.42	71.8762	171.818	174.145	46.6702
496.253	1041.69	611.836	349.081	829.055	70.624	178.917	173.438	34.7032
496.586	1037.26	610.103	350.027	819.788	70.3373	188.063	173.463	33.634
496.919	1034.21	614.815	352.291	812.457	70.0736	184.53	172.705	39.4028
497.252	1034.26	623.252	352.694	814.327	65.3987	163.077	171.711	42.2755
497.585	1033.9	624.636	348.951	821.803	57.2243	138.543	173.707	44.3954
497.918	1029.73	612.582	342.231	822.082	51.7836	135.982	176.679	49.5287
498.251	1024.4	593.702	335.116	817.034	51.5836	153.862	179.127	60.4535
498.585	1022.82	586.383	334.953	810.198	57.7174	169.535	179.999	73.9684
498.918	1024.98	590.911	342.252	805.59	66.4795	168.418	176.967	79.8198
499.251	1024.14	595.606	349.763	807.829	71.3937	153.888	172.97	75.723
499.584	1018.62	593.851	353.006	810.858	72.6308	147.833	170.184	69.2438
499.917	1015.76	597.199	353.002	813.563	71.3687	158.973	167.781	65.9802
500.25	1019.63	613.193	349.875	824.081	70.8048	174.451	166.154	69.5696
500.583	1023.17	628.897	342.369	845.7	72.1144	179.897	166.872	76.8507
500.916	1019.63	627.055	333.574	865.561	70.3852	172.596	170.233	79.0491
501.249	1013.55	612.987	327.667	870.235	62.4328	162.499	174.127	72.8055
501.582	1011.94	604.954	325.605	863.467	51.4167	158.815	175.533	62.6499
501.915	1016.84	606.958	325.463	856.489	41.742	155.9	174.461	52.6808
502.248	1024.68	615.398	325.146	857.276	36.5452	145.128	174.672	46.0882
502.581	1031.49	625.425	325.544	859.752	35.5999	128.087	178.996	45.7823
502.914	1036.61	636.684	330.165	851.605	35.669	110.154	184.222	49.4373
503.247	1040.9	648.368	338.57	835.017	34.5202	97.5387	185.347	53.9791
503.58	1040.92	650.008	346.958	818.016	33.6058	93.7168	180.335	54.2942
503.913	1035.11	630.476	350.921	807.871	35.1522	99.1073	171.671	46.2155
504.246	1025.01	599.161	347.557	810.331	37.1428	110.691	165.507	32.8319
504.58	1015.25	568.381	341.679	816.579	39.4836	123.396	163.846	19.6643
504.913	1012.05	558.084	340.418	818.475	42.6451	130.378	166.6	11.9734
505.246	1017.41	574.705	343.965	817.917	46.918	132.728	170.678	11.9012
505.579	1026.1	606.258	349.825	819.748	52.269	133.861	172.356	18.0894
505.912	1030.11	632.165	352.91	832.436	56.5677	135.532	172.531	30.272
506.245	1026.15	639.409	351.61	850.547	56.6887	139.449	173.155	43.6937
506.578	1021.86	634.026	350.004	858.124	55.8419	146.426	174.029	55.1042
506.911	1023.9	635.092	347.727	857.051	56.7527	154.422	175.45	63.1088
507.244	1031.86	646.289	345.518	854.631	58.6575	159.513	175.726	62.9749
507.577	1039.9	659.601	346.82	848.233	59.3016	160.753	174.327	53.3279
507.91	1040.99	662.658	349.636	841.124	55.841	156.84	171.196	41.1938
508.243	1038.28	655.004	353.227	837.095	47.2655	143.961	166.708	35.3551
508.576	1037.4	646.989	356.447	838.515	37.8725	126.124	164.901	37.8873
508.909	1036.53	639.903	356.077	846.812	34.1367	114.877	169.474	41.3398
509.242	1032.93	632.291	353.013	853.421	35.9106	116.591	178.949	37.2524
509.575	1028.05	628.648	351.177	851.728	40.2188	126.856	187.158	27.6895
509.908	1023.83	632.226	353.487	842.762	45.8287	136.007	187.895	24.3375
510.241	1021.68	635.879	356.8	830.788	50.605	139.016	182.197	29.9357
510.575	1018.86	626.969	353.595	825.677	51.8888	138.744	176.047	36.0425
510.908	1013.04	600.371	342.147	830.966	48.6639	144.047	171.821	35.9975
511.241	1007.52	578.634	331.124	838.507	41.5182	154.865	170.97	30.2308
511.574	1009.47	581.355	329.428	838.424	36.1645	160.676	173.632	28.9881
511.907	1019.11	606.668	337.625	830.54	37.802	157.093	177.448	36.8828
512.24	1033.78	638.982	347.075	830.012	43.9278	144.279	181.256	45.3614
512.573	1048.41	668.142	350.182	845.658	48.369	125.744	182.949	48.7751
512.906	1055.69	686.184	350.25	860.914	48.0748	112.497	180.068	48.1492
513.239	1053.21	693.091	353.064	858.349	46.0387	109.674	175.003	46.5716
513.572	1044.36	689.056	357.249	843.211	48.7964	118.094	171.666	46.4582
513.905	1034.68	681.632	357.887	836.386	56.5438	135.836	173.129	42.8254
514.238	1027.64	672.665	352.565	845.424	63.409	155.017	177.098	39.5653
514.571	1022.42	661.865	343.744	857.573	65.052	163.966	175.443	44.1133
514.904	1015.94	645.459	337.075	862.369	63.8382	161.084	167.234	50.6933
515.237	1008.5	626.643	336.029	860.032	61.9895	152.526	161.192	53.0751
515.57	1004.56	616.1	337.505	858.009	57.5229	141.832	162.528	48.8984
515.903	1008.74	620.377	339.113	857.974	51.1802	132.722	167.308	39.276
516.236	1019.91	639.87	340.835	854.236	47.3327	128.419	169.376	31.3211
516.57	1032.48	664.116	342.615	847.606	47.6809	124.717	169.634	26.8218
516.903	1038.77	673.49	347.145	841.749	51.0907	121.564	173.472	27.017
517.236	1036	658.269	353.655	834.914	52.7778	121.079	179.932	37.1087
517.569	1028.08	635.143	355.712	833.026	49.7156	119.947	182.13	50.9638
517.902	1019.96	618.381	350.778	841.121	45.7209	124.082	178.921	59.5816
518.235	1013.01	609.496	341.491	856.929	44.1599	134.977	175.407	64.097
518.568	1009.56	604.341	334.564	871.415	44.8789	142.731	174.524	71.111
518.901	1010.9	606.675	335.989	873.407	46.4423	142.914	175.034	84.246
519.234	1015.31	618.981	341.09	864.273	48.5589	140.832	175.861	94.5366
519.567	1021.04	643.295	343.809	855.452	50.2345	138.576	179.2	89.4001
519.9	1024.19	662.679	343.637	851.113	52.7036	139.878	184.219	75.9556
520.233	1022.14	667.505	343.649	847.163	56.7483	145.634	186.926	67.6731
520.566	1019.04	663.163	345.26	840.965	60.1757	152.093	185.479	67.3818
520.899	1016.39	652.016	348.544	832.855	60.0675	156.625	181.661	71.0649
521.232	1015.52	637.501	351.793	827.745	56.5025	155.504	178.149	71.7026
521.565	1016.66	627.949	352.959	831.839	51.0138	143.185	175.221	65.9884
521.898	1017.19	621.704	350.015	842.999	45.2098	125.163	172.766	56.5967
522.231	1017.82	620.405	345.21	849.507	39.7287	112.003	172.811	43.6754
522.565	1020.71	624.884	343.81	845.92	34.9488	106.498	174.637	31.8918
522.898	1025.59	632.297	346.424	841.958	31.3311	106.255	174.632	28.149
523.231	1027.39	638.831	350.111	846.695	33.1898	111.914	173.271	34.3112
523.564	1021.24	636.646	351.367	857.991	42.6538	124.002	172.79	48.4299
523.897	1011.5	625.44	351.309	862.012	53.4458	137.959	174.016	61.5038
524.23	1005.16	610.938	352.874	850.363	59.6561	151.376	175.474	63.6688
524.563	1004.7	599.764	355.448	833.053	57.2782	158.22	175.322	53.3704
524.896	1008.77	594.517	357.295	820.456	47.4803	154.749	173.127	37.6817
525.229	1012.11	597.454	359.033	812.578	36.9126	144.632	171.874	29.4012
525.562	1014.56	607.27	359.998	810.293	31.4309	135.474	173.644	34.4233
525.895	1018.08	623.83	359.749	815.315	33.131	132.179	176.481	45.4193
526.228	1020.77	637.175	358.743	821.413	40.5768	137.057	177.73	54.2921
526.561	1020.26	640.054	359.951	820.96	46.615	142.659	175.126	56.7177
526.894	1018.98	631.841	362.724	815.07	46.9622	140.186	169.828	54.6607
527.227	1019.4	621.75	362.916	810.778	44.4874	132.858	164.928	53.0526
527.56	1022.41	615.842	359.453	810.459	42.885	131.857	161.621	51.1763
527.893	1024.6	617.373	354.144	815.73	42.6661	138.774	160.318	48.2808
528.226	1022.76	622.612	350.731	823.571	43.6108	145.751	161.966	45.4031
528.56	1018.57	631.514	351.226	831.868	44.2924	145.604	166.252	44.0439
528.893	1015.9	641.144	353.287	840.491	45.5921	139.41	170.478	50.6438
529.226	1015.28	646.88	352.638	847.995	49.1443	137.891	171.005	62.0015
529.559	1017.18	649.24	346.492	857.948	51.9265	142.139	168.895	67.9001
529.892	1022.27	655.106	339.432	868.535	50.4611	140.618	168.686	63.7121
530.225	1029.33	668.344	337.2	870.523	43.7576	127.946	171.298	50.9272
530.558	1035.28	681.499	341.459	858.691	35.8154	116.129	174.135	37.8047
530.891	1035.03	680.606	349.771	838.718	33.9246	118.371	174.814	32.0469
531.224	1025.38	656.175	354.968	825.806	39.0605	133.076	173.267	34.2755
531.557	1011.63	622.453	356.157	825.05	46.5517	147.881	172.336	39.932
531.89	1004.09	602.829	356.235	829.326	49.5721	152.007	174.724	43.1461
532.223	1005.15	608.699	354.455	834.475	47.6772	149.44	177.123	42.7687
532.556	1013.03	632.344	352.468	837.204	47.256	149.076	174.554	43.2015
532.889	1021.39	654.638	351.872	837.526	47.814	151.783	168.486	48.5843
533.222	1024.41	660.355	351.232	837.74	46.2225	156.867	164.969	60.0436
533.555	1026.42	663.51	350.783	837.131	43.4329	160.077	167.829	72.0533
533.888	1032.53	673.117	351.002	835.667	41.818	155.617	173.137	80.4071
534.221	1036.72	680.828	356.354	827.526	44.0856	147.137	174.602	81.6167
534.555	1035.53	677.085	366.546	814.494	50.6487	142.852	172.759	73.4509
534.888	1028.98	667.431	373.573	811.724	58.6444	149.45	171.334	62.5182
535.221	1018.78	657.603	372.766	820.424	66.1382	164.801	171.37	57.9306
535.554	1010.88	652.401	366.599	830.357	70.1521	175.767	172.133	62.8545
535.887	1009.29	650.406	362.137	830.052	69.0127	173.554	172.312	67.6528
536.22	1012.11	650.061	364.906	816.122	65.1618	161.265	172.308	59.7769
536.553	1016.02	649.474	370.741	803.269	64.2036	148.8	173.339	45.9022
536.886	1016.58	648.092	372.313	805.883	65.9815	142.26	175.511	39.3889
537.219	1011.82	644.175	367.407	820.268	63.9756	140.046	178.367	43.4104
537.552	1007.09	641.959	359.297	833.888	54.9017	138.116	180.033	52.4133
537.885	1004.75	644.254	353.236	840.272	41.8787	135.622	178.327	53.7592
538.218	1001.1	643.563	351.73	840.558	30.4176	134.544	174.652	45.4322
538.551	995.506	637.547	353.523	838.198	23.7805	135.637	172.412	36.5934
538.884	991.178	631.983	352.819	843.1	22.5774	138.341	172.496	31.2201
539.217	989.936	632.136	347.36	857.325	24.9287	139.127	172.02	32.0346
539.55	993.574	633.9	340.889	869.334	29.2137	134.252	169.414	36.3306
539.883	997.92	632.986	337.85	873.192	33.0332	124.722	166.895	35.0745
540.216	999.962	629.23	339.578	869.309	34.604	116.069	166.863	30.1983
540.55	1000.31	629.627	346.93	857.179	35.5395	115.056	169.246	27.6085
540.883	998.912	630.405	356.632	842.53	39.4429	125.848	171.648	29.424
541.216	997.729	632.641	364.485	832.873	44.5706	142.937	172.146	36.5236
541.549	999.318	636.668	367.88	831.394	49.5788	158.443	172.202	48.4914
541.882	1000.32	639.388	365.59	837.883	54.8596	167.709	173.893	63.4468
542.215	999.247	638.752	358.71	847.628	57.4847	167.159	176.659	75.2562
542.548	995.766	633.678	353.886	849.041	54.0688	158.509	179.476	74.5924
542.881	992.551	623.994	354.469	840.674	46.0837	147.34	181.092	62.5583
543.214	995.761	624.006	357.184	831.908	38.2969	139.052	182.157	50.8417
543.547	1006.1	637.02	359.906	825.274	35.7559	136.706	183.555	46.4819
543.88	1016.29	650.561	361.436	822.418	38.2541	136.817	184.668	45.7568
544.213	1019.33	653.617	361.971	822.053	39.0258	134.087	184.742	46.2557
544.546	1014.92	645.96	365.663	815.592	35.6068	131.51	183.355	49.5927
544.879	1008.53	637.511	372.356	801.361	32.6191	133.312	181.757	55.4681
545.212	1006.57	636.808	376.211	789.786	33.7009	136.722	180.685	59.2997
545.545	1008.36	641.083	374.887	791.229	39.9216	140.427	179.039	57.2788
545.878	1009.55	641.583	368.405	806.178	50.0468	146.415	176.776	53.3809
546.211	1008.33	637.204	360.702	822.302	59.5793	155.956	175.155	54.4492
546.545	1006.02	631.166	357.823	826.999	64.2	165.419	174.46	56.4335
546.878	1004.08	630.588	360.104	823.514	62.3625	166.647	175.012	54.5145
547.211	1004.33	638.362	363.582	822.444	56.7278	159.166	176.038	52.0615
547.544	1005.26	651.6	365.729	824.427	51.4847	155.431	178.594	50.5813
547.877	1005.82	661.698	365.299	825.684	49.2194	160.01	183.153	51.6917
548.21	1006.49	666.628	363.97	826.705	49.9588	164.307	186.896	52.8637
548.543	1008.41	665.31	363.187	827.691	51.2098	164.408	187.969	48.6083
548.876	1009.98	660.87	362.093	828.247	51.2447	163.165	185.54	42.5213
549.209	1008.38	653.402	359.185	828.439	49.7315	163.622	180.723	37.9205
549.542	1004.74	648.81	355.989	829.576	44.8184	162.233	176.394	36.1864
549.875	1001.4	647.018	353.266	836.054	38.4442	153.536	172.321	42.0076
550.208	998.008	643.449	350.656	847.906	34.3961	140.723	168.154	48.0645
550.541	995.901	635.117	347.724	857.937	35.0019	133.492	166.063	45.1691
550.874	993.705	622.617	345.382	858.424	39.482	133.435	166.697	37.9562
551.207	991.188	613.446	345.778	852.295	44.5804	136.384	169.281	34.1449
551.54	991.13	617.936	348.62	847.376	46.8302	138.312	172.677	37.5581
551.873	993.925	632.002	351.726	844.893	45.5544	134.394	175.219	44.2218
552.206	997.385	645.606	354.198	844.484	42.9552	126.308	175.735	46.7481
552.54	999.906	653.349	355.778	844.291	43.1142	122.31	174.77	46.9739
552.873	1001.98	654.926	358.249	840.858	45.9866	126.725	173.389	47.9347
553.206	1006.4	660.999	363.716	837.326	48.9458	136.749	172.104	49.4499
553.539	1013.4	672.567	369.473	835.068	51.611	146.355	170.538	49.7313
553.872	1018.11	677.593	372.408	829.419	51.7605	149.333	168.206	47.8946
554.205	1016.68	667.67	371.135	822.004	47.8842	146.914	165.653	45.2538
554.538	1009.43	649.548	367.79	814.346	42.0374	144.375	164.989	40.8901
554.871	1001.89	633.384	366.189	807.401	35.9313	143.463	167.67	36.0662
555.204	997.35	629.23	367.196	806.67	32.5515	143.636	171.984	36.4703
555.537	997.959	635.631	369.208	812.098	33.7293	141.407	174.787	42.4649
555.87	1002.68	646.343	370.71	817.599	36.112	136.974	174.847	47.2596
556.203	1007.92	655.254	370.128	820.335	38.5773	135.468	172.734	45.8713
556.536	1009.02	657.717	367.524	821.655	41.1506	137.578	170.121	40.3784
556.869	1008.61	655.556	363.559	824.738	42.0306	139.984	170.222	38.2039
557.202	1011.26	660.694	362.254	828.713	39.5606	137.492	174.151	43.6318
557.535	1016.68	673.079	366.056	828.054	37.0799	131.417	178.946	54.3495
557.868	1020.17	684.125	371.856	821.755	38.3642	128.878	181.02	62.73
558.201	1018.69	683.372	376.896	814.227	41.5806	129.494	178.48	63.4952
558.535	1013.16	671.204	378.924	813.269	43.147	132.352	173.12	59.7227
558.868	1006.4	658.593	376.692	820.484	43.6251	140.636	169.019	57.2556
559.201	999.147	652.139	371.751	831.207	44.914	152.927	167.317	57.1793
559.534	990.091	646.289	365.037	841.887	50.7918	167.771	166.309	58.2412
559.867	982.142	637.109	359.698	848.071	58.3536	176.946	166.933	62.2293
560.2	981.282	632.771	359.321	847.488	59.6038	171.525	170.205	68.2238
560.533	989.553	642.496	361.464	845.786	54.3867	156.621	175.026	72.3925
560.866	1001.98	665.16	363.063	847.124	47.6582	141.333	177.399	70.504
561.199	1011.67	684.921	364.168	849.403	44.7402	134.533	175.332	61.2814
561.532	1012.89	688.502	366.248	847.655	47.2488	139.577	172.288	50.3574
561.865	1008.45	679.002	368.62	840.224	49.6879	146.326	171.404	45.5208
562.198	1004.27	672.254	369.665	832.159	48.0946	146.944	173.221	47.48
562.531	1002.5	672.723	368.449	829.542	46.4548	145.335	175.651	50.1846
562.864	1000.45	675.182	365.935	832.733	48.5811	146.262	176.318	47.9141
563.197	997.573	671.142	364.122	837.002	53.4323	149.024	176.972	40.399
563.53	994.915	661.291	364.398	837.548	55.8235	149.018	178.372	34.0035
563.863	994.395	651.21	365.053	834.374	54.9715	144.77	179.352	37.1316
564.197	997.806	652.314	365.199	832.649	53.1927	138.462	181.015	46.924
564.53	1003.95	660.83	365.766	832.528	50.9422	133.45	182.325	52.8353
564.863	1007.96	664.843	368.477	828.78	47.3792	131.641	181.038	50.6386
565.196	1008.17	660.897	372.607	822.023	42.177	131.694	178.345	42.7046
565.529	1006.11	653.879	375.991	817.088	37.708	132.273	175.772	35.496
565.862	1005.28	653.801	376.132	817.861	37.0799	131.968	173.081	32.5752
566.195	1007.64	666.765	374.473	824.153	38.6847	127.525	171.134	31.7144
566.528	1011.25	684.452	374.925	828.485	40.29	122.03	170.533	32.452
566.861	1013.21	695.954	376.725	828.263	41.815	122.049	171.842	34.6351
567.194	1010.59	693.382	376.406	827.758	43.5438	130.138	175.572	36.8108
567.527	1004.68	677.505	373.562	827.104	47.2736	145.354	179.144	39.1942
567.86	998.564	661.808	371.031	825.507	52.7596	161.192	179.685	39.7058
568.193	994.546	655.339	370.547	824.332	57.002	171.229	178.191	37.9682
568.526	993.921	659.996	371.156	825.702	57.1904	172.741	176.806	36.9011
568.859	995.175	664.781	372.107	827.602	54.0912	166.075	176.297	36.8237
569.192	993.924	660.543	374.286	826.019	51.3886	158.464	175.5	37.8197
569.525	989.851	649.949	374.886	825.753	51.1321	155.723	173.032	42.2208
569.858	985.019	641.795	372.004	830.936	50.6646	155.31	169.756	47.9049
570.192	981.591	635.365	367.011	837.862	47.7823	153.634	167.892	54.0341
570.525	982.445	635.27	363.454	840.324	43.7472	149.773	168.734	58.1685
570.858	989.451	644.495	364.576	833.74	41.5603	144.988	171.265	54.802
571.191	998.843	660.886	370.172	822.208	41.3324	139.361	173.481	44.7175
571.524	1007.56	678.389	376.627	812.665	40.7623	129.693	174.975	37.176
571.857	1011.6	687.302	381.112	807.821	39.8961	119.601	175.326	38.8004
572.19	1008.87	681.614	381.864	809.531	40.8834	117.672	174.392	48.3039
572.523	1003.94	673.648	378.954	815.701	45.6385	126.291	173.6	58.0751
572.856	1001.37	672.433	373.365	823.912	52.4293	138.089	174.254	59.2429
573.189	1001.61	676.974	368.141	830.659	56.0102	145.247	175.747	53.5348
573.522	1002.78	679.737	365.186	833.262	54.0876	147.826	176.061	50.238
573.855	1001.15	673.413	364.288	835.484	50.1272	149.885	174.828	53.1169
574.188	997.699	660.498	367.477	834.47	48.3509	153.08	173.775	59.3104
574.521	995.73	647.451	374.158	827.808	49.3394	154.235	173.915	63.9055
574.854	996.201	641.339	380.718	819.432	50.2782	150.164	173.72	62.6662
575.187	998.554	641.559	385.935	812.254	47.666	139.982	172.028	60.1955
575.52	999.181	643.031	388.35	809.784	43.5459	128.613	169.329	60.8377
575.853	998.393	645.99	387.36	812.682	43.3302	124.549	167.271	63.7774
576.187	997.784	650.212	385.49	815.94	47.0784	128.389	166.823	67.0991
576.52	997.442	651.635	381.42	818.754	52.0204	136.195	168.403	67.0851
576.853	997.937	654.094	375.999	820.974	55.0085	143.452	171.957	62.7032
577.186	999.385	657.031	374.499	817.817	53.8324	146.641	176.146	56.0839
577.519	999.302	661.534	376.839	813.605	50.1373	146.982	178.475	50.1066
577.852	997.808	666.856	377.786	817.039	46.7259	145.176	176.433	45.7251
578.185	995.466	670.072	375.143	825.468	42.5802	140.517	171.985	41.4953
578.518	993.368	666.153	369.078	832.235	38.3108	137.844	168.881	35.6596
578.851	993.262	660.259	365.048	829.869	34.9377	138.686	168.33	29.3894
579.184	996.885	659.903	367.247	816.75	34.122	141.923	169.45	27.1006
579.517	1001.12	666.848	370.55	809.372	37.6628	147.182	169.639	29.4458
579.85	1001.42	673.106	370.679	815.158	44.5167	153.489	167.435	32.2337
580.183	996.805	673.318	368.846	825.647	50.7324	160.559	165.674	33.6024
580.516	989.943	666.916	366.657	834.02	53.9421	165.661	167.169	33.5994
580.849	987.168	665.345	364.897	836.844	54.129	165.718	172.036	32.8365
581.182	991.252	674.529	363.557	836.225	52.5816	160.566	178.138	35.2825
581.515	997.675	685.712	363.77	833.391	50.4932	153.593	182.155	41.5908
581.848	1002.46	694.514	366.578	826.943	48.1835	148.947	183.26	50.3428
582.182	1004.44	699.18	370.678	819.327	45.8836	148.592	182.772	57.4369
582.515	1003.19	698.696	372.54	816.457	42.6064	149.838	181.093	58.1494
582.848	998.352	689.634	369.788	822.475	39.0704	151.392	177.528	53.9924
583.181	991.024	674.605	365.634	832.135	37.5159	153.205	172.462	48.9417
583.514	986.599	663.733	363.911	837	38.0309	153.512	168.688	45.8039
583.847	987.153	664.929	365.671	834.033	40.3492	153.08	167.954	47.1932
584.18	989.1	668.054	369.43	826.542	43.8403	155.161	169.547	51.8733
584.513	988.002	664.953	372.822	821.599	45.3701	157.304	171.85	55.6158
584.846	984.709	656.019	374.53	821.744	44.3481	155.131	172.755	56.7071
585.179	982.547	650.649	374.151	825.883	41.6946	148.988	172.119	53.7883
585.512	983.636	651.769	371.204	831.786	39.2985	142.789	171.699	46.8769
585.845	984.641	653.52	368.951	835.209	40.1349	141.011	171.844	40.6265
586.178	982.674	649.077	369.223	834.397	45.3907	146.982	172.661	39.5319
586.511	981.334	647.875	372.468	827.926	51.1262	156.811	175.373	42.6977
